trade_date,vix7,vix7_mode,vix7_d1,vix7_d2,vix7_code1,vix7_code2,vix14,vix14_mode,vix14_d1,vix14_d2,vix14_code1,vix14_code2,vix30,vix30_mode,vix30_d1,vix30_d2,vix30_code1,vix30_code2,n_expiry_used,n_expiry_near,n_expiry_near_ok,dte_near,F_near,K0_near,ba_ratio,strip_min,expiry_src,warnings,vix7_span,vix14_span,vix30_span,close_0050
2025-04-10,50.43698513696483,interp,6.0,13.0,202504,202504W4,43.529016020075936,interp,13.0,41.0,202504W4,202505,39.99730417476356,interp,13.0,41.0,202504W4,202505,6,2,2,6.0,19591.5,19550.0,0.4218724778046812,70.0,empirical,,7.0,28.0,28.0,40.54734163795389
2025-04-11,49.17891605743849,interp,5.0,12.0,202504,202504W4,46.7636194172213,interp,12.0,40.0,202504W4,202505,42.16061062045315,interp,12.0,40.0,202504W4,202505,6,3,3,5.0,19525.5,19500.0,0.4286739891287876,82.0,empirical,,7.0,28.0,28.0,41.49294195600319
2025-04-14,54.40372491374024,interp,2.0,9.0,202504,202504W4,48.79036413341827,interp,9.0,37.0,202504W4,202505,43.28323188120709,interp,9.0,37.0,202504W4,202505,6,3,3,2.0,19492.5,19450.0,0.3533579811366615,92.0,empirical,,7.0,28.0,28.0,41.27860588391201
2025-04-15,40.82113179839968,interp,1.0,8.0,202504,202504W4,38.30925913886976,interp,8.0,36.0,202504W4,202505,36.37093602238296,interp,8.0,36.0,202504W4,202505,6,3,3,1.0,19800.0,19800.0,0.3806788106902997,92.0,empirical,,7.0,28.0,28.0,41.694670023853696
2025-04-16,44.975724864934,exact,7.0,7.0,202504W4,202504W4,35.55714521218483,exact,14.0,14.0,202504W5,202504W5,36.29165312235452,interp,14.0,35.0,202504W5,202505,6,4,3,7.0,19375.0,19350.0,0.398846116457665,54.0,empirical,202504(d0):dte=0 < 1,0.0,0.0,21.0,40.93818976941426
2025-04-17,40.73913374292153,interp,6.0,13.0,202504W4,202504W5,35.20153630725764,interp,13.0,34.0,202504W5,202505,33.66271996185116,interp,13.0,34.0,202504W5,202505,7,3,3,6.0,19407.5,19400.0,0.5084449894582849,61.0,empirical,,7.0,21.0,21.0,40.4843016167506
2025-04-18,28.922520110046413,interp,5.0,12.0,202504W4,202504W5,28.98201821655304,interp,12.0,33.0,202504W5,202505,29.52529707906668,interp,12.0,33.0,202504W5,202505,7,3,3,5.0,19363.0,19350.0,0.4585576802899638,63.0,empirical,,7.0,21.0,21.0,40.5725576464352
2025-04-21,34.04497470145901,interp,2.0,9.0,202504W4,202504W5,32.67984867080894,interp,9.0,30.0,202504W5,202505,32.05347987639944,exact,30.0,30.0,202505,202505,7,3,3,2.0,19124.5,19100.0,0.4940907386576678,63.0,empirical,,7.0,21.0,0.0,39.99258945136496
2025-04-22,34.392509552732,interp,1.0,8.0,202504W4,202504W5,33.603054451276336,interp,8.0,29.0,202504W5,202505,32.978431598761574,interp,29.0,57.0,202505,202506,7,3,3,1.0,18822.0,18800.0,0.4442774544486287,69.0,empirical,,7.0,21.0,28.0,39.32436522661013
2025-04-23,29.0709011214757,exact,7.0,7.0,202504W5,202504W5,28.67880826429177,exact,14.0,14.0,202505W1,202505W1,29.61865718952326,interp,28.0,56.0,202505,202506,7,4,3,7.0,19585.0,19550.0,0.4541329193946146,51.0,empirical,202504W4(d0):dte=0 < 1,0.0,0.0,28.0,41.06426981182084
2025-04-24,29.471741764512576,interp,6.0,13.0,202504W5,202505W1,29.908086556892687,interp,13.0,27.0,202505W1,202505,30.37893314591204,interp,27.0,55.0,202505,202506,7,3,3,6.0,19496.5,19450.0,0.4742436719499369,69.0,empirical,,7.0,14.0,28.0,40.82471773124835
2025-04-25,28.66904583850184,interp,5.0,12.0,202504W5,202505W1,29.55635924197909,interp,12.0,26.0,202505W1,202505,30.339168430003472,interp,26.0,54.0,202505,202506,7,3,3,5.0,19898.5,19850.0,0.4651426503531947,69.0,empirical,,7.0,14.0,28.0,41.79553405777896
2025-04-28,30.181597043356884,interp,2.0,9.0,202504W5,202505W1,30.779321803939258,interp,9.0,23.0,202505W1,202505,30.49530645994412,interp,23.0,51.0,202505,202506,7,3,3,2.0,19989.0,19950.0,0.4825849471518762,74.0,empirical,,7.0,14.0,28.0,42.14855817651736
2025-04-29,27.00646306961071,interp,1.0,8.0,202504W5,202505W1,28.811370511759502,interp,8.0,22.0,202505W1,202505,28.914964758880707,interp,22.0,50.0,202505,202506,7,3,3,1.0,20192.0,20150.0,0.4271738759927736,77.0,empirical,,7.0,14.0,28.0,42.31246223164591
2025-04-30,27.16860687045485,exact,7.0,7.0,202505W1,202505W1,26.31833446889773,exact,14.0,14.0,202505W2,202505W2,28.54524708463518,interp,21.0,49.0,202505,202506,7,4,3,7.0,20190.5,20150.0,0.3897151744920774,54.0,empirical,202504W5(d0):dte=0 < 1,0.0,0.0,28.0,42.51419029949643
2025-05-02,27.913176780425296,interp,5.0,12.0,202505W1,202505W2,28.449275019588978,interp,12.0,19.0,202505W2,202505,29.014500311103266,interp,19.0,47.0,202505,202506,7,3,3,5.0,20706.0,20700.0,0.3509769612131816,54.0,empirical,,7.0,7.0,28.0,43.74977471508084
2025-05-05,32.749336213769865,interp,2.0,9.0,202505W1,202505W2,33.9594669653363,interp,9.0,16.0,202505W2,202505,31.53354563984239,interp,16.0,44.0,202505,202506,7,3,3,2.0,20464.0,20450.0,0.3724648055356717,66.0,empirical,,7.0,7.0,28.0,43.35892658362046
2025-05-06,32.8326662736454,interp,1.0,8.0,202505W1,202505W2,34.1272358559725,interp,8.0,15.0,202505W2,202505,31.564461839705448,interp,15.0,43.0,202505,202506,7,3,3,1.0,20435.5,20400.0,0.3910376305601096,66.0,empirical,,7.0,7.0,28.0,43.11937450304798
2025-05-07,35.974298113957005,exact,7.0,7.0,202505W2,202505W2,35.771224348445216,exact,14.0,14.0,202505,202505,32.49250413243671,interp,14.0,42.0,202505,202506,6,3,2,7.0,20429.0,20400.0,0.5550468715936342,66.0,empirical,202505W1(d0):dte=0 < 1,0.0,0.0,28.0,42.95547044791943
2025-05-08,32.31974274239071,interp,6.0,13.0,202505W2,202505,32.65635168782309,interp,13.0,41.0,202505,202506,30.928757792408803,interp,13.0,41.0,202505,202506,6,2,2,6.0,20641.0,20600.0,0.5778138528138528,66.0,empirical,,7.0,28.0,28.0,43.52283063874901
2025-05-09,27.48626886971984,interp,5.0,12.0,202505W2,202505,28.406482023908147,interp,12.0,40.0,202505,202506,28.294394845959864,interp,12.0,40.0,202505,202506,6,3,3,5.0,20898.5,20850.0,0.4696248196248196,66.0,empirical,,7.0,28.0,28.0,44.06497482109727
2025-05-12,27.10808448507237,interp,2.0,9.0,202505W2,202505,26.98976457768843,interp,9.0,37.0,202505,202506,26.91873343442868,interp,9.0,37.0,202505,202506,6,3,3,2.0,21118.0,21100.0,0.3836630358369489,69.0,empirical,,7.0,28.0,28.0,44.55668698648291
2025-05-13,25.76366743028606,interp,1.0,8.0,202505W2,202505,25.96207696610931,interp,8.0,36.0,202505,202506,26.10519339684248,interp,8.0,36.0,202505,202506,6,3,3,1.0,21385.0,21350.0,0.3614593066647861,74.0,empirical,,7.0,28.0,28.0,45.09883116883117
2025-05-14,25.83619658069892,exact,7.0,7.0,202505,202505,23.698192798636043,exact,14.0,14.0,202505W4,202505W4,25.396110147772323,interp,14.0,35.0,202505W4,202506,6,4,3,7.0,21764.0,21750.0,0.275233361440258,58.0,empirical,202505W2(d0):dte=0 < 1,0.0,0.0,21.0,46.120079512324416
2025-05-15,23.79549095374445,interp,6.0,13.0,202505,202505W4,23.148736294432865,interp,13.0,34.0,202505W4,202506,24.61951849117393,interp,13.0,34.0,202505W4,202506,6,3,3,6.0,21693.0,21650.0,0.2783757694401842,67.0,empirical,,7.0,21.0,21.0,46.019215478399154
2025-05-16,20.55391253397764,interp,5.0,12.0,202505,202505W4,22.038248091309857,interp,12.0,33.0,202505W4,202506,23.7876547878173,interp,12.0,33.0,202505W4,202506,6,3,3,5.0,21824.0,21800.0,0.404785803646762,67.0,empirical,,7.0,21.0,21.0,46.14529552080573
2025-05-19,24.72666264213532,interp,2.0,9.0,202505,202505W4,25.391123338978343,interp,9.0,30.0,202505W4,202506,26.161212044806703,exact,30.0,30.0,202506,202506,6,3,3,2.0,21539.0,21500.0,0.2838536380735869,69.0,empirical,,7.0,21.0,0.0,45.5022873045322
2025-05-20,23.240520985997243,interp,1.0,8.0,202505,202505W4,25.13243490518469,interp,8.0,29.0,202505W4,202506,26.34689745676862,interp,29.0,57.0,202506,202507,6,3,3,1.0,21540.0,21500.0,0.3820146416054344,69.0,empirical,,7.0,21.0,28.0,45.59054333421681
2025-05-21,21.233416264813275,exact,7.0,7.0,202505W4,202505W4,22.724247376021324,exact,14.0,14.0,202506W1,202506W1,25.28319288685833,interp,28.0,56.0,202506,202507,6,4,3,7.0,21770.5,21750.0,0.4131267699483591,58.0,empirical,202505(d0):dte=0 < 1,0.0,0.0,28.0,46.29659157169362
2025-05-22,21.444982630925537,interp,6.0,13.0,202505W4,202506W1,23.43271856989001,interp,13.0,27.0,202506W1,202506,25.31745106947143,interp,27.0,55.0,202506,202507,7,3,3,6.0,21622.0,21600.0,0.4607236312399356,64.0,empirical,,7.0,14.0,28.0,45.79227140206732
2025-05-23,20.96689594819067,interp,5.0,12.0,202505W4,202506W1,23.19970156772718,interp,12.0,26.0,202506W1,202506,24.84798556132416,interp,26.0,54.0,202506,202507,7,3,3,5.0,21595.0,21550.0,0.3914625028755463,64.0,empirical,,7.0,14.0,28.0,45.603151338457465
2025-05-26,24.04514918085048,interp,2.0,9.0,202505W4,202506W1,25.084474588792844,interp,9.0,23.0,202506W1,202506,25.93865666255792,interp,23.0,51.0,202506,202507,7,3,3,2.0,21532.0,21500.0,0.4614389233954452,64.0,empirical,,7.0,14.0,28.0,45.552719321494834
2025-05-27,24.665594316001453,interp,1.0,8.0,202505W4,202506W1,25.500230614678586,interp,8.0,22.0,202506W1,202506,26.315266317201534,interp,22.0,50.0,202506,202507,7,3,3,1.0,21373.5,21350.0,0.4258144985047158,64.0,empirical,,7.0,14.0,28.0,45.14926318579381
2025-05-28,25.82506541488766,exact,7.0,7.0,202506W1,202506W1,24.40985224534955,exact,14.0,14.0,202506W2,202506W2,26.48164592233591,interp,21.0,49.0,202506,202507,7,4,3,7.0,21380.0,21350.0,0.4017028475001766,57.0,empirical,202505W4(d0):dte=0 < 1,0.0,0.0,28.0,45.22491121123775
2025-05-29,25.46474648183544,interp,6.0,13.0,202506W1,202506W2,25.22913987086829,interp,13.0,20.0,202506W2,202506,26.70164150536869,interp,20.0,48.0,202506,202507,7,3,3,6.0,21447.5,21400.0,0.3774111896657066,57.0,empirical,,7.0,7.0,28.0,45.325775245163
2025-06-02,25.62199524556345,interp,2.0,9.0,202506W1,202506W2,26.96332676290559,interp,9.0,16.0,202506W2,202506,26.910094264453043,interp,16.0,44.0,202506,202507,7,3,3,2.0,20991.5,20950.0,0.4023013587035582,57.0,empirical,,7.0,7.0,28.0,44.35495891863239
2025-06-03,24.22987744703416,interp,1.0,8.0,202506W1,202506W2,26.028096368258208,interp,8.0,15.0,202506W2,202506,26.047610841208456,interp,15.0,43.0,202506,202507,7,3,3,1.0,21099.0,21050.0,0.3967166775385953,63.0,empirical,,7.0,7.0,28.0,44.670159024648825
2025-06-04,21.93407507751352,exact,7.0,7.0,202506W2,202506W2,24.02671090791169,exact,14.0,14.0,202506,202506,24.298608059706133,interp,14.0,42.0,202506,202507,6,3,2,7.0,21557.0,21550.0,0.5284343953408701,63.0,empirical,202506W1(d0):dte=0 < 1,0.0,0.0,28.0,45.71662337662338
2025-06-05,20.650831253539724,interp,6.0,13.0,202506W2,202506,22.024845906466464,interp,13.0,41.0,202506,202507,22.359463319944,interp,13.0,41.0,202506,202507,6,2,2,6.0,21634.5,21600.0,0.5440821256038648,69.0,empirical,,7.0,28.0,28.0,45.80487940630798
2025-06-06,21.19587706967459,interp,5.0,12.0,202506W2,202506,22.335123216680568,interp,12.0,40.0,202506,202507,22.452561183779,interp,12.0,40.0,202506,202507,6,3,3,5.0,21645.5,21600.0,0.3757035911291231,70.0,empirical,,7.0,28.0,28.0,45.88052743175192
2025-06-09,21.63876703663756,interp,2.0,9.0,202506W2,202506,21.969866452791067,interp,9.0,37.0,202506,202507,22.296744953882488,interp,9.0,37.0,202506,202507,6,3,3,2.0,21806.5,21800.0,0.4140802656760103,70.0,empirical,,7.0,28.0,28.0,46.32180758017493
2025-06-10,21.93794046461732,interp,1.0,8.0,202506W2,202506,22.18918325141384,interp,8.0,36.0,202506,202507,22.402788620962376,interp,8.0,36.0,202506,202507,6,3,3,1.0,22194.0,22150.0,0.3063625988424227,72.0,empirical,,7.0,28.0,28.0,47.57000000000001
2025-06-11,20.796834288579824,exact,7.0,7.0,202506,202506,20.747475643147165,exact,14.0,14.0,202506W4,202506W4,22.3201009706552,interp,14.0,35.0,202506W4,202507,6,4,3,7.0,22347.5,22300.0,0.2344878742457435,59.0,empirical,202506W2(d0):dte=0 < 1,0.0,0.0,21.0,
2025-06-12,20.06818970975528,interp,6.0,13.0,202506,202506W4,21.083711399953,interp,13.0,34.0,202506W4,202507,22.71139619424149,interp,13.0,34.0,202506W4,202507,6,3,3,6.0,22252.5,22250.0,0.33396023425872,64.0,empirical,,7.0,21.0,21.0,
2025-06-13,24.88604410562172,interp,5.0,12.0,202506,202506W4,24.29000934400112,interp,12.0,33.0,202506W4,202507,25.337437040910448,interp,12.0,33.0,202506W4,202507,6,3,3,5.0,21937.0,21900.0,0.3843024008283182,64.0,empirical,,7.0,21.0,21.0,
2025-06-16,23.2968437788106,interp,2.0,9.0,202506,202506W4,24.103400103947376,interp,9.0,30.0,202506W4,202507,24.911718009584355,exact,30.0,30.0,202507,202507,6,3,3,2.0,22034.0,22000.0,0.3105006579089281,68.0,empirical,,7.0,21.0,0.0,
2025-06-17,23.084521700277268,interp,1.0,8.0,202506,202506W4,24.27226602810827,interp,8.0,29.0,202506W4,202507,25.00118730223445,interp,29.0,64.0,202507,202508,6,3,3,1.0,22162.0,22150.0,0.3125175262624302,68.0,empirical,,7.0,21.0,35.0,
2025-06-18,22.3172535395146,exact,7.0,7.0,202506W4,202506W4,22.4205563754644,exact,14.0,14.0,202507W1,202507W1,24.88301619099422,interp,28.0,63.0,202507,202508,6,4,3,7.0,22196.5,22150.0,0.4339424781436677,61.0,empirical,202506(d0):dte=0 < 1,0.0,0.0,35.0,47.57
2025-06-19,23.052816940989825,interp,6.0,13.0,202506W4,202507W1,23.78419963321844,interp,13.0,27.0,202507W1,202507,26.01585864180637,interp,27.0,62.0,202507,202508,7,3,3,6.0,21969.0,21950.0,0.4818088951752318,63.0,empirical,,7.0,14.0,35.0,47.1
2025-06-20,22.98861234650824,interp,5.0,12.0,202506W4,202507W1,24.161016046975263,interp,12.0,26.0,202507W1,202507,25.843677182271435,interp,26.0,61.0,202507,202508,7,3,3,5.0,21928.5,21900.0,0.4708688260130361,66.0,empirical,,7.0,14.0,35.0,47.03
2025-06-23,24.866832674075063,interp,2.0,9.0,202506W4,202507W1,26.317410043316887,interp,9.0,23.0,202507W1,202507,26.39343394997475,interp,23.0,58.0,202507,202508,7,3,3,2.0,21748.5,21700.0,0.5076181531196599,66.0,empirical,,7.0,14.0,35.0,46.64
2025-06-24,22.0722457233589,interp,1.0,8.0,202506W4,202507W1,24.140341762100004,interp,8.0,22.0,202507W1,202507,24.539020144426267,interp,22.0,57.0,202507,202508,7,3,3,1.0,22216.0,22200.0,0.6849843149522413,71.0,empirical,,7.0,14.0,35.0,47.49
2025-06-25,21.05101117299709,exact,7.0,7.0,202507W1,202507W1,21.185216796135087,exact,14.0,14.0,202507W2,202507W2,23.68008799470872,interp,21.0,56.0,202507,202508,7,4,3,7.0,22305.5,22300.0,0.3930494180796514,61.0,empirical,202506W4(d0):dte=0 < 1,0.0,0.0,35.0,48.18
2025-06-26,20.465412152683648,interp,6.0,13.0,202507W1,202507W2,21.32406972692913,interp,13.0,20.0,202507W2,202507,23.328656644536,interp,20.0,55.0,202507,202508,7,3,3,6.0,22277.0,22250.0,0.4051469846668545,65.0,empirical,,7.0,7.0,35.0,48.24
2025-06-27,21.36639289419203,interp,5.0,12.0,202507W1,202507W2,22.7157552667404,exact,14.0,14.0,202507F2,202507F2,23.75981652123816,interp,19.0,54.0,202507,202508,8,4,4,5.0,22301.0,22300.0,0.277212492964491,61.0,empirical,,7.0,0.0,35.0,48.29
2025-06-30,23.80261117208936,interp,2.0,9.0,202507W1,202507W2,24.77153728021223,interp,11.0,16.0,202507F2,202507,24.425749580212845,interp,16.0,51.0,202507,202508,8,4,4,2.0,22321.5,22300.0,0.3200492318139377,63.0,empirical,,7.0,5.0,35.0,48.36
2025-07-01,23.28186682877353,interp,1.0,8.0,202507W1,202507W2,25.14740010307402,interp,10.0,15.0,202507F2,202507,24.31492181341892,interp,15.0,50.0,202507,202508,8,4,4,1.0,22512.5,22500.0,0.33271511955617,67.0,empirical,,7.0,5.0,35.0,48.64
2025-07-02,21.78251534426911,exact,7.0,7.0,202507W2,202507W2,25.11843054239234,exact,14.0,14.0,202507,202507,24.30929967155431,interp,14.0,49.0,202507,202508,7,4,3,7.0,22472.0,22450.0,0.3776768332251785,67.0,empirical,202507W1(d0):dte=0 < 1,0.0,0.0,35.0,48.65
2025-07-03,23.27072726423217,interp,6.0,8.0,202507W2,202507F2,25.147420389274444,interp,13.0,48.0,202507,202508,23.87042236643968,interp,13.0,48.0,202507,202508,7,3,3,6.0,22735.0,22700.0,0.4866608984065181,67.0,empirical,,2.0,35.0,35.0,49.32
2025-07-04,26.03420505012545,exact,7.0,7.0,202507F2,202507F2,25.748255884317604,exact,14.0,14.0,202507F3,202507F3,24.47808477322048,interp,14.0,47.0,202507F3,202508,8,4,4,5.0,22506.5,22500.0,0.3354714819179356,61.0,empirical,,0.0,0.0,33.0,48.86
2025-07-07,29.80717808363773,interp,4.0,9.0,202507F2,202507,27.396681973318422,interp,11.0,44.0,202507F3,202508,25.05537738033427,interp,11.0,44.0,202507F3,202508,8,4,4,2.0,22385.0,22350.0,0.459263252147154,64.0,empirical,,5.0,33.0,33.0,48.57
2025-07-08,28.706369496112394,interp,3.0,8.0,202507F2,202507,26.80326681251524,interp,10.0,43.0,202507F3,202508,24.711788319553644,interp,10.0,43.0,202507F3,202508,8,4,4,1.0,22304.5,22300.0,0.3489131594574031,66.0,empirical,,5.0,33.0,33.0,48.35
2025-07-09,23.7132215279453,exact,7.0,7.0,202507,202507,23.17549758886511,exact,14.0,14.0,202507W4,202507W4,22.91410769364981,interp,14.0,42.0,202507W4,202508,8,5,4,2.0,22467.5,22450.0,0.2510968046907129,59.0,empirical,202507W2(d0):dte=0 < 1,0.0,0.0,28.0,48.85
2025-07-10,23.96281038788877,interp,6.0,8.0,202507,202507F3,22.46228733266713,interp,13.0,41.0,202507W4,202508,22.41074919145757,interp,13.0,41.0,202507W4,202508,8,4,4,1.0,22651.0,22650.0,0.2477132330238342,63.0,empirical,,2.0,28.0,28.0,49.41
2025-07-11,23.81598487493645,exact,7.0,7.0,202507F3,202507F3,21.90507432800752,exact,14.0,14.0,202507F4,202507F4,21.92423158162807,interp,14.0,40.0,202507F4,202508,8,6,5,5.0,22743.0,22700.0,0.2014505982484273,61.0,"empirical,fsp",202507F2(d0):dte=0 < 1,0.0,0.0,26.0,49.62
2025-07-14,25.37422970294521,interp,4.0,9.0,202507F3,202507W4,23.59204655725917,interp,11.0,37.0,202507F4,202508,22.89332787651902,interp,11.0,37.0,202507F4,202508,8,5,5,2.0,22548.0,22500.0,0.419880972917026,62.0,"empirical,fsp",,5.0,26.0,26.0,49.33
2025-07-15,23.70730697760606,interp,3.0,8.0,202507F3,202507W4,22.745120406439256,interp,10.0,36.0,202507F4,202508,22.02491003694724,interp,10.0,36.0,202507F4,202508,8,5,5,1.0,22807.5,22800.0,0.2336646208070004,64.0,"empirical,fsp",,5.0,26.0,26.0,50.0
2025-07-16,22.55894133799991,exact,7.0,7.0,202507W4,202507W4,21.25444125249504,exact,14.0,14.0,202507W5,202507W5,21.78186424973717,interp,14.0,35.0,202507W5,202508,8,6,5,2.0,23031.5,23000.0,0.3667468101856207,61.0,"empirical,fsp",202507(d0):dte=0 < 1,0.0,0.0,21.0,50.4
2025-07-17,20.730189397959386,interp,6.0,8.0,202507W4,202507F4,20.163554398311785,interp,13.0,34.0,202507W5,202508,21.144834032169385,interp,13.0,34.0,202507W5,202508,9,5,5,1.0,23232.0,23200.0,0.2943935793935793,65.0,"empirical,fsp",,2.0,21.0,21.0,50.7
2025-07-18,19.05279237573169,exact,7.0,7.0,202507F4,202507F4,19.982608075273617,exact,14.0,14.0,202508F1,202508F1,20.381084029325223,interp,14.0,33.0,202508F1,202508,9,6,5,5.0,23337.5,23300.0,0.2676355905117336,62.0,"empirical,fsp",202507F3(d0):dte=0 < 1,0.0,0.0,19.0,51.45
2025-07-21,18.90016352802084,interp,4.0,9.0,202507F4,202507W5,20.825951890430915,interp,11.0,30.0,202508F1,202508,20.945023580640093,exact,30.0,30.0,202508,202508,9,5,5,2.0,23300.5,23300.0,0.2108028872405341,68.0,"empirical,fsp",,5.0,19.0,0.0,50.9
2025-07-22,19.983141104499467,interp,3.0,8.0,202507F4,202507W5,22.21952275067872,interp,10.0,29.0,202508F1,202508,22.549040512771267,interp,29.0,57.0,202508,202509,9,5,5,1.0,23042.5,23000.0,0.2339367666137375,68.0,"empirical,fsp",,5.0,19.0,28.0,50.55
2025-07-23,19.48029325516569,exact,7.0,7.0,202507W5,202507W5,21.260534335835125,exact,14.0,14.0,202508W1,202508W1,22.16776847352616,interp,28.0,56.0,202508,202509,9,6,5,2.0,23240.5,23200.0,0.2995532316441459,62.0,"empirical,fsp",202507W4(d0):dte=0 < 1,0.0,0.0,28.0,50.7
2025-07-24,19.687456204541228,interp,6.0,8.0,202507W5,202508F1,20.81433046381625,interp,13.0,27.0,202508W1,202508,21.728902919903152,interp,27.0,55.0,202508,202509,9,5,5,1.0,23363.0,23350.0,0.2780998079004102,69.0,"empirical,fsp",,2.0,14.0,28.0,51.0
2025-07-25,22.551808248062382,exact,7.0,7.0,202508F1,202508F1,21.871403457824805,exact,14.0,14.0,202508F2,202508F2,22.47026259503768,interp,26.0,54.0,202508,202509,9,6,5,5.0,23309.0,23300.0,0.2660003965291317,63.0,"empirical,fsp",202507F4(d0):dte=0 < 1,0.0,0.0,28.0,50.9
2025-07-28,23.08563105124033,interp,4.0,9.0,202508F1,202508W1,22.79544503820445,interp,11.0,23.0,202508F2,202508,22.90785608623069,interp,23.0,51.0,202508,202509,9,5,5,2.0,23465.5,23450.0,0.2617570088654486,63.0,"empirical,fsp",,5.0,12.0,28.0,51.05
2025-07-29,24.331681319670512,interp,3.0,8.0,202508F1,202508W1,24.168961848866243,interp,10.0,22.0,202508F2,202508,24.22355745105854,interp,22.0,50.0,202508,202509,9,5,5,1.0,23211.0,23200.0,0.2642966356097996,63.0,"empirical,fsp",,5.0,12.0,28.0,50.45
2025-07-30,23.4983937418652,exact,7.0,7.0,202508W1,202508W1,22.62778412105337,exact,14.0,14.0,202508W2,202508W2,23.816813857298072,interp,21.0,49.0,202508,202509,9,6,5,2.0,23401.5,23400.0,0.3042556413751325,63.0,fsp,202507W5(d0):dte=0 < 1,0.0,0.0,28.0,51.0
2025-07-31,22.83241998167524,interp,6.0,8.0,202508W1,202508F2,22.32956648010392,interp,13.0,20.0,202508W2,202508,23.56601572217575,interp,20.0,48.0,202508,202509,9,5,5,1.0,23629.5,23600.0,0.2990003009984181,69.0,fsp,,2.0,7.0,28.0,51.55
2025-08-01,22.167729775357955,exact,7.0,7.0,202508F2,202508F2,21.94332862148336,exact,14.0,14.0,202508F3,202508F3,23.457792166867616,interp,19.0,47.0,202508,202509,9,6,5,5.0,23380.0,23350.0,0.2704150984839845,63.0,fsp,202508F1(d0):dte=0 < 1,0.0,0.0,28.0,51.1
2025-08-04,22.447360080017173,interp,4.0,9.0,202508F2,202508W2,23.5397830128774,interp,11.0,16.0,202508F3,202508,23.8771387392326,interp,16.0,44.0,202508,202509,9,5,5,2.0,23305.0,23300.0,0.2279640577890549,65.0,fsp,,5.0,5.0,28.0,50.8
2025-08-05,19.410958643402893,interp,3.0,8.0,202508F2,202508W2,21.559003218557034,interp,10.0,15.0,202508F3,202508,22.667724125308293,interp,15.0,43.0,202508,202509,9,5,5,1.0,23614.0,23600.0,0.3233862088304322,65.0,fsp,,5.0,5.0,28.0,51.45
2025-08-06,19.99920775607304,exact,7.0,7.0,202508W2,202508W2,22.11427879079022,exact,14.0,14.0,202508,202508,22.512478335005635,interp,14.0,42.0,202508,202509,8,5,4,2.0,23461.0,23450.0,0.4036425902864259,69.0,fsp,202508W1(d0):dte=0 < 1,0.0,0.0,28.0,51.0
2025-08-07,18.41977697387209,interp,6.0,8.0,202508W2,202508F3,20.17785927741249,interp,13.0,41.0,202508,202509,21.188624480772088,interp,13.0,41.0,202508,202509,8,4,4,1.0,24014.5,24000.0,0.3709268229262747,69.0,fsp,,2.0,28.0,28.0,52.45
2025-08-08,17.970488645624304,exact,7.0,7.0,202508F3,202508F3,18.349125312699872,exact,14.0,14.0,202508F4,202508F4,20.47146594464288,interp,14.0,40.0,202508F4,202509,8,6,5,5.0,23966.0,23950.0,0.2590920693126258,64.0,fsp,202508F2(d0):dte=0 < 1,0.0,0.0,26.0,52.45
2025-08-11,18.221977297393007,interp,4.0,9.0,202508F3,202508,19.0167796440064,interp,11.0,37.0,202508F4,202509,20.094989856942096,interp,11.0,37.0,202508F4,202509,8,5,5,2.0,24167.5,24150.0,0.2679792205924648,64.0,fsp,,5.0,26.0,26.0,52.85
2025-08-12,17.46731338192363,interp,3.0,8.0,202508F3,202508,18.71852164193836,interp,10.0,36.0,202508F4,202509,19.6504013069764,interp,10.0,36.0,202508F4,202509,8,5,5,1.0,24145.5,24100.0,0.2318990354140485,67.0,fsp,,5.0,26.0,26.0,52.9
2025-08-13,15.642252142747578,exact,7.0,7.0,202508,202508,16.700184724057475,exact,14.0,14.0,202508W4,202508W4,18.76996384420892,interp,14.0,35.0,202508W4,202509,8,6,5,2.0,24350.5,24350.0,0.2230024861201251,65.0,fsp,202508W2(d0):dte=0 < 1,0.0,0.0,21.0,53.35
2025-08-14,15.841699745891768,interp,6.0,8.0,202508,202508F4,17.12264667163546,interp,13.0,34.0,202508W4,202509,19.77498421302139,interp,13.0,34.0,202508W4,202509,8,5,5,1.0,24282.0,24250.0,0.1886888760880696,70.0,fsp,,2.0,21.0,21.0,53.15
2025-08-15,15.33750941652802,exact,7.0,7.0,202508F4,202508F4,17.380498031980014,exact,14.0,14.0,202508F5,202508F5,19.816524103890345,interp,14.0,33.0,202508F5,202509,8,6,5,5.0,24311.0,24300.0,0.1110309459805427,65.0,fsp,202508F3(d0):dte=0 < 1,0.0,0.0,19.0,53.15
2025-08-18,16.07178858398057,interp,4.0,9.0,202508F4,202508W4,18.486241939231785,interp,11.0,30.0,202508F5,202509,19.86579096508326,exact,30.0,30.0,202509,202509,8,5,5,2.0,24425.5,24400.0,0.2664358626414776,67.0,fsp,,5.0,19.0,0.0,53.3
2025-08-19,16.27235848349669,interp,3.0,8.0,202508F4,202508W4,18.9244290848588,interp,10.0,29.0,202508F5,202509,20.231544735726565,interp,29.0,57.0,202509,202510,8,5,5,1.0,24343.0,24300.0,0.2004766216056538,70.0,fsp,,5.0,19.0,28.0,53.2
